customer_id,region_id,full_name,date_of_birth,marital_status
3019,7,Peter Harrison,1986-12-13,Single
3020,11,Mark Christie,1976-04-14,Married
3021,9,Robyn Mitchell,1953-03-25,Single
3022,6,Daniel Mears,1950-06-15,Married
3023,7,Paul Scott,1974-05-24,Married
3024,3,Daniel McIntyre,1971-04-05,Single
3025,2,Courtney Rasmussen,1993-02-15,Married
3026,9,Nicole Weston-Owen,1985-03-15,Single
3027,6,Christine Smith,1956-11-23,Married
3028,1,Carl Douglas-Henry,1992-07-24,Married
3029,2,Craig Johnstone,1996-05-24,Married
3030,7,James Potter,1965-02-14,Married
3031,4,Keira Morris,1973-12-15,Single
3032,2,Paula Tapp,1989-06-29,Married
3033,6,Ethan Bell-Brown,1978-07-17,Single
3034,10,Matthew Shailer,1950-05-16,Married
3035,10,Alexandra MacKay,1950-12-08,Single
3036,10,Rebecca Mortimer-Hickey,1986-02-18,Married
3037,7,Luke Hawkins,1966-08-23,Single
3038,6,Penelope Millar,1978-12-07,Single
3039,1,Grace Love,1957-11-17,Married
3040,11,Chloe Robb-Perry,2004-10-23,Married
3041,5,Tara Gilbert,1972-05-15,Single
3042,8,Julie Turner,1996-01-03,Single
3043,8,Trinity Rowland,1998-07-28,Married
3044,4,Maraea Vercoe,1972-02-10,Married
3045,6,Jayden Rasmussen,1956-09-08,Married
3046,9,Tracy Reid-Smith,1977-01-25,Married
3047,7,Gregory Smith-Powell,1965-08-02,Married
3048,7,David Hamilton-Baxter,1974-05-21,Single
3049,3,Joseph Dawson,1968-12-23,Single
3050,11,Wayne Newton,1986-04-17,Married
3051,10,David Croad,1999-08-14,Married
3052,11,Kathryn Thornton,1987-11-27,Married
3053,7,Mary Chandler,1974-02-14,Married
3054,2,Mason Tapp,1968-02-22,Single
3055,10,Samantha Howell,1970-01-29,Single
3056,5,Angela Bryant,1973-04-22,Single
3057,4,Tyler McIntosh,2004-04-05,Married
3058,2,Robyn Barrett,1984-03-17,Married
3059,2,Stuart Christie,1998-02-12,Married
3060,5,Wendy Adams-Howard,1961-01-22,Single
3061,3,Lisa Norman,1966-04-06,Married
3062,7,Jacob Moore,1966-10-26,Single
3063,11,Kathryn Davey,1994-06-17,Married
3064,3,John Walsh,1998-10-11,Married
3065,7,Paul O'Sullivan-Walsh,1977-03-03,Single
3066,6,Michael Patchett,2001-01-22,Married
3067,6,Lisa North,1966-09-16,Single
3068,2,Maia Wilkinson,2001-01-05,Single
3069,2,William Todd,1953-02-13,Single
3070,1,Peter Davis,1999-04-17,Married
3071,5,David Boyce-Judd,2002-12-15,Single
3072,8,Derek Turner-Smith,1989-04-10,Married
3073,6,Anna Francis,1954-12-22,Single
3074,5,Linda Howard,1996-07-17,Single
3075,2,Trent McLean,1958-05-22,Married
3076,3,Julie Bell-Jackson,1946-01-31,Single
3077,2,Simon Simmons,1970-01-11,Married
3078,3,Sarah Boyce,1946-08-30,Married
3079,7,Melissa Black,1967-02-26,Single
3080,8,Michael Webb,1996-05-29,Single
3081,9,Stephen Taylor,1993-09-27,Single
3082,9,Joshua Forsyth,1954-06-14,Single
3083,9,Kevin Buckley,1960-12-03,Married
3084,7,Wendy Wells,1973-01-04,Married
3085,2,Joshua Cole,1980-08-19,Married
3086,1,Nicola Hayward,1951-01-07,Married
3087,2,Charlotte Pritchard,2004-01-16,Married
3088,6,David Curtis,1982-11-18,Married
3089,9,Michael Hickey,1977-07-03,Married
3090,2,Darren Mason,1955-04-26,Married
3091,10,Hannah Gordon,1988-02-05,Married
3092,10,Alison Christiansen,1978-06-05,Single
3093,6,Lesley Jones,1985-01-21,Married
3094,7,David Burns,1968-09-14,Married
3095,1,Mark Barnes,2001-05-06,Single
3096,5,Debra Wilkinson,1987-08-24,Married
3097,7,Erin Cooksley-Buchanan,1955-10-23,Single
3098,7,Ella Davis-Banks,1971-08-25,Married
3099,2,John Rogers-Eglinton,1990-08-25,Married
3100,9,Deborah Thomas,1971-04-19,Single
3101,4,Daniel Harper,1995-10-13,Married
3102,10,Stephen Shailer,1969-06-29,Married
3103,9,Michael Adams,2002-05-02,Single
3104,3,Kane Lewis,1959-08-29,Married
3105,11,Deborah Gibb,1971-05-17,Married
3106,7,Julie Olsen,1996-03-25,Single
3107,3,Kate Nelson,1999-01-11,Married
3108,3,Barry Mitchell,1944-12-12,Single
3109,5,Andrea Smith-Morgan,1944-12-07,Married
3110,5,Jane Sutton,1955-10-14,Married
3111,5,Isaac Freeth,1973-09-22,Married
3112,8,Anna Pedersen,1946-06-15,Single
3113,3,Steven Johnston,1962-10-23,Married
3114,2,Brian Burgess,1991-04-30,Single
3115,3,Christina Thomas,1994-04-03,Married
3116,7,Sonya Dick,1982-11-12,Married
3117,5,Alan McGregor-Brown,1992-01-03,Married
3118,7,Anthony O'Donnell,1946-12-19,Married
3119,5,Joanne Smart,1956-11-03,Married
3120,8,Susan Fitzgerald-Vincent,2004-07-26,Married
3121,2,Paul Cameron-Roberts,1990-08-10,Married
3122,6,David Bryant,1945-01-23,Married
3123,5,Simon O'Keefe,1974-07-22,Single
3124,4,Rochelle McCarthy,1995-06-17,Single
3125,11,Ian Todd-McLean,1977-01-30,Married
3126,8,Jack Carpenter,1994-05-07,Single
3127,10,Catherine Whyte,1968-07-12,Single
3128,10,Mark Richards,1968-07-28,Married
3129,4,Carter Joe-McDowall,1990-11-29,Single
3130,8,Isabelle Kelly,1985-11-27,Single
3131,2,Grant Lucas,1976-09-05,Married
3132,3,Sheree Bell,1947-11-03,Single
3133,5,Tania Peterson,1954-10-20,Married
3134,1,Lauren McGrath,1955-10-12,Single
3135,7,Anaru Gifford,2001-01-18,Single
3136,6,Annabelle Pedersen,1952-07-17,Single
3137,10,Amy Harris,1945-03-16,Single
3138,7,Michelle Bell,1960-05-12,Married
3139,6,Kathryn Webb,2001-11-07,Single
3140,8,Toni McLeod,2000-09-08,Married
3141,6,Mark Simonsen,1991-09-26,Married
3142,7,David Alexander,1955-07-11,Single
3143,11,Paul Stokes,1979-04-06,Single
3144,10,Catherine Williams,1965-10-16,Married
3145,3,Georgia Wood,1988-05-12,Married
3146,5,Alex Anderson,1953-03-03,Married
3147,6,Samuel Payne,1949-06-28,Married
3148,10,Vanessa Grant,1969-04-05,Married
3149,4,Alexandra Todd,1968-04-13,Single
3150,8,Deborah Wilton,1985-01-21,Married
3151,6,Lynette Patterson-Matheson,1978-12-15,Single
3152,3,Amanda Judd,2003-07-14,Married
3153,7,Rebecca Grant,1984-11-19,Married
3154,6,Tracy Donald,1946-10-16,Single
3155,5,William Horton,1950-11-03,Married
3156,11,Leslie Thompson-Dalton,1993-08-17,Single
3157,8,John Simonsen,1961-05-10,Single
3158,10,Amber Lewis,1997-10-25,Single
3159,4,Denise Perry,1945-08-18,Single
3160,6,Mark Knowles,1946-11-07,Single
3161,7,Anita Henderson,1963-08-17,Single
3162,5,Janine Davenport-Woods,1948-03-30,Single
3163,7,Bridget Pope-Hansen,1975-09-02,Married
3164,6,Andrew Ball,1973-12-20,Married
3165,2,William Williams,1977-09-27,Married
3166,10,Aaron Stone,1999-11-01,Single
3167,4,Richard Jones,1957-05-12,Single
3168,10,Shona Greig,1978-07-03,Married
3169,9,Samantha Jarvis,1952-10-30,Married
3170,3,Cameron Hoare,1986-02-11,Married
3171,11,Jeffrey Barnes,1992-06-28,Single
3172,9,Patrick Baldick,1969-12-28,Single
3173,1,Barbara Crawford,1963-11-29,Single
3174,8,Nicola Brown,1950-11-13,Single
3175,4,Karen McCallum,1961-06-25,Married
3176,8,Alex Thompson,1957-08-22,Married
3177,5,Jesse Irving,1970-05-02,Single
3178,2,Jonathan Gaskin-Fitzgerald,1984-07-17,Single
3179,7,Logan Mason,1954-12-17,Married
3180,11,Peter Olsen,1970-03-27,Married
3181,8,Robyn Thomas,1990-03-31,Married
3182,3,Kylie Johnston-Hardy,1966-09-03,Married
3183,11,Ruby McDonald,1977-03-28,Married
3184,5,Debra Hansen,1982-07-25,Single
3185,4,Sharon Brown,1990-04-29,Single
3186,5,Catherine Manning,1977-06-09,Married
3187,11,Luke Parker,1996-03-14,Single
3188,3,Tracey Hutchinson,1972-08-01,Married
3189,7,Amy Ryan,1971-10-14,Married
3190,7,Nathan Monk,1971-07-10,Married
3191,2,Sarah Bailey-Gillespie,1977-07-20,Single
3192,8,Stephanie Freeth,1996-05-03,Single
3193,10,David Woolley,1978-10-05,Single
3194,8,Jaxon Anderson,1949-06-11,Single
3195,10,Patrick Walsh,1997-07-11,Single
3196,7,Isaac Powell,1976-07-16,Single
3197,9,Georgia Pearson,1967-03-10,Single
3198,9,Kelly O'Brien,2004-03-18,Married
3199,7,Nicola Bowater-Rodgers,1989-11-29,Single
3200,9,John Scott,1978-04-02,Single
3201,1,Kim Peters,1962-01-19,Married
3202,6,Tony Spelman-MacKenzie,1960-06-08,Single
3203,9,Susan Rose,1968-08-24,Married
3204,10,Sam Pope,1972-12-07,Married
3205,11,Mason Hay-McDonald,1986-08-25,Married
3206,2,Craig Gilchrist-George,1982-07-22,Married
3207,2,Robert Greer,1956-09-24,Married
3208,4,Michael Wood-Doyle,2001-06-09,Married
3209,11,Stephen Dobson,1970-06-13,Married
3210,11,Katherine Knight,1983-08-06,Married
3211,6,Helen Russell,1949-10-31,Single
3212,3,William Kendall,1971-09-06,Married
3213,11,Craig Southee,1978-08-14,Married
3214,10,Lucy Murphy,1983-07-19,Single
3215,1,Douglas Perrin,1987-09-03,Married
3216,10,Barbara Coleman-Davies,1954-06-09,Single
3217,11,Ian Seymour,1948-08-21,Married
3218,11,Edward Little,1963-03-13,Married
3219,11,Timothy Gilchrist,1958-11-15,Married
3220,7,Angela Mitchell-Matheson,1993-11-24,Married
3221,6,Jason Mason-Gore,1983-10-05,Married
3222,7,Timothy Clarke-Baker,1946-06-29,Single
3223,2,Hannah Cook-Wills,2001-01-29,Single
3224,1,Leo Smith,1955-11-05,Married
3225,2,Pauline Meredith-Knight,1978-01-07,Married
3226,5,David O'Connor,1961-05-26,Married
3227,4,Cheryl Hansen-Cook,1952-03-28,Single
3228,9,Nathan Nicholson,2003-07-07,Married
3229,9,Judith Mason,2002-08-03,Single
3230,9,Olive Saunders,1995-03-26,Married
3231,10,Rachael Smith-Blair,1958-11-21,Married
3232,10,Joanne Waghorn,1968-03-22,Single
3233,4,Joshua Dunn,2001-12-21,Married
3234,8,Deborah Turner-Williams,2001-11-19,Single
3235,6,Chloe Jamieson,1959-10-05,Single
3236,7,Jennifer Parker,1964-09-16,Married
3237,8,Madison Chapman,1946-08-01,Married
3238,11,Elizabeth Hickey-Ford,1999-05-18,Single
3239,10,Lisa Lucas,1946-04-29,Married
3240,9,Paige Healey,1951-01-07,Single
3241,3,Harry Knight-Knox,1962-08-12,Single
3242,6,Christopher Rowlands,1988-10-27,Single
3243,1,Kylie Davis-Anderson,1970-11-20,Single
3244,8,Quinn Thompson,1955-09-25,Married
3245,2,Nicola Jones-Williams,1962-04-17,Married
3246,5,Gareth Gee,1963-11-19,Single
3247,7,James Evans,1949-06-22,Married
3248,2,Matthew Osborne,1998-03-22,Married
3249,2,Finn Chapman,1973-09-25,Single
3250,3,Aidan Batchelar,1985-12-09,Married
3251,6,Anthony Harris,2000-07-18,Single
3252,5,Brooke Page,1996-09-15,Married
3253,6,Charlie Procter,1961-08-24,Married
3254,8,Sharon Fulton,1979-11-09,Married
3255,4,Kayla Taylor,1954-02-11,Married
3256,9,John Gilbert,1961-05-24,Married
3257,8,Lisa Murphy,1961-08-28,Single
3258,6,Paul George,1955-12-17,Single
3259,8,Rachel Brown-Duncan,1944-12-20,Single
3260,2,Krystal Burns,1996-04-04,Married
3261,8,Lauren Jamieson,1980-08-29,Married
3262,8,Indie Rodgers,1993-10-24,Single
3263,6,Rachael McLeod,1972-09-02,Single
3264,2,Sharon Jackson,1947-05-30,Married
3265,5,Mathew Barnes,1965-03-28,Married
3266,1,Susan Gill-Stevens,1946-07-22,Married
3267,2,Danielle Smith,1974-07-27,Married
3268,1,John Bradley,1996-07-24,Single
3269,6,Michael Johnston,1961-07-26,Single
3270,11,Stuart Craw,1962-02-21,Married
3271,2,Karen Francis,1958-11-10,Single
3272,11,Jamie Taylor,1954-11-01,Single
3273,3,Gary Taylor,1976-07-30,Single
3274,4,Anna Morrison,2000-10-21,Married
3275,9,Kate Southee,2004-01-15,Single
3276,3,Hayden Davis,1979-05-31,Single
3277,9,Tama Moore,1993-04-27,Married
3278,3,Anthony Buchanan-Peters,1970-03-12,Single
3279,6,Jennifer Paterson,1976-04-02,Married
3280,9,Hannah Barnes-Seymour,1984-10-12,Married
3281,7,Rachel Nicholson,1979-11-27,Married
3282,8,Pamela Rose,1949-07-05,Married
3283,4,Hayley Ham,1994-09-15,Married
3284,7,Carl Pritchard-Davis,1986-11-28,Single
3285,11,James Jones-Johnston,1953-12-23,Married
3286,3,Lisa Pedersen,2001-02-18,Married
3287,3,Leanne Russell,1959-04-06,Married
3288,11,Christopher Anderson,1994-06-02,Married
3289,11,Darren Riley,1956-03-14,Single
3290,7,Brenda Hay,2000-03-01,Single
3291,7,Pamela Richards-Weston,1962-06-29,Married
3292,1,Leanne Carpenter,1995-06-07,Single
3293,10,Kirsty Donaldson,2001-10-10,Married
3294,4,Kim Murphy-Howard,1961-08-15,Single
3295,8,Jayden Knight,1979-07-23,Married
3296,10,Willow Corbett,1948-06-02,Married
3297,7,Robert Carter-Edmonds,1982-09-12,Single
3298,7,Stephen Parker,1955-05-12,Married
3299,1,Kayla Williamson,1972-02-21,Married
3300,4,Hayley Williams-Bell,1977-09-03,Married
3301,4,Richard Foote,1948-10-20,Single
3302,5,Sandra Simpson,1977-02-16,Single
3303,2,Tracey Campbell,1960-12-19,Married
3304,10,Teresa Black,1959-06-30,Single
3305,2,Shannon Morris,1986-06-24,Married
3306,9,Charlotte Patchett,1970-07-29,Married
3307,3,Benjamin McMahon,1945-07-05,Married
3308,6,Joanne Alve,1998-12-07,Married
3309,6,Tai Smith,1957-01-05,Single
3310,4,Gabriel Foley,1991-02-13,Married
3311,8,Michelle Thompson,1956-03-04,Single
3312,2,Ashley Hume,1950-07-14,Married
3313,5,Aaliyah Boon-Doyle,1971-07-12,Married
3314,11,Douglas Morrison,2001-11-17,Single
3315,8,Samuel Morris,1949-05-08,Single
3316,9,Sharon Hart-Terry,1979-12-20,Single
3317,11,Manaia McIntosh,1947-02-10,Married
3318,6,Michelle Dillon,2000-01-26,Married
3319,10,Vanessa Jenkins,1989-05-26,Single
3320,7,Jessica Monk,1998-12-24,Single
3321,10,Deborah Page,1992-10-13,Married
3322,7,Ben Reynolds,1952-12-09,Married
3323,10,Tiare Jackson,1994-02-11,Married
3324,2,Richard Hyde-Dick,1993-10-31,Married
3325,6,Jessica McMurray,1990-05-28,Single
3326,6,Paris Johnston,1993-03-09,Single
3327,8,Michaela O'Sullivan,1971-07-11,Married
3328,10,Anika Anderson,2002-12-25,Married
3329,3,Claire Holdaway,1989-09-23,Married
3330,11,Julie Pollard,1995-08-25,Married
3331,5,Michelle Twidle,1996-01-26,Single
3332,10,Aaron North,1961-12-25,Single
3333,10,Joseph Aberhart,1955-01-05,Married
3334,2,David Holmes,1963-11-03,Married
3335,11,Jared McGill,1987-11-27,Married
3336,3,Ruby Richards,1945-02-12,Married
3337,6,Rebecca Foot,1958-08-28,Married
3338,2,Grant Fleming,1995-01-19,Married
3339,4,Emma Olsen,1980-11-28,Single
3340,5,Taylor Davis-Hook,1994-09-10,Single
3341,2,Virginia Bradley,1964-09-04,Married
3342,3,Amy Hughes,1972-08-25,Single
3343,6,Jonathan Aitken,1976-06-22,Single
3344,3,Donna Oliver-Bradley,1975-07-03,Single
3345,9,Steven Rees-Rasmussen,1990-06-01,Married
3346,7,James Smith-Adams,1960-01-09,Single
3347,7,James Wilton,1950-02-09,Single
3348,10,Samantha Cole,1973-04-16,Married
3349,3,Skyla Perano,1997-02-09,Married
3350,10,Richard Clifford-Holdaway,1984-05-30,Single
3351,7,Michelle McKay,1952-10-25,Married
3352,7,Linda Patchett,1982-01-08,Married
3353,3,Adam Wilton,1967-04-21,Single
3354,8,Vincent Smith,1953-10-08,Single
3355,11,Christopher Morrison-Russell,1955-12-12,Single
3356,9,Peter Price,1996-12-29,Married
3357,11,Te Koha Robb-O'Neill,1950-02-12,Married
3358,3,Seth Smith,1961-03-26,Married
3359,9,William Thomas-Ford,1953-03-12,Married
3360,3,Karen Campbell,1990-05-22,Single
3361,8,Riley Gibson-Scott,1956-12-07,Single
3362,5,Levi Neal,1946-03-04,Married
3363,3,Tama Bell,1968-03-17,Single
3364,3,Sandra Pearson,1977-07-03,Married
3365,6,Amanda Rowlands,1998-11-14,Single
3366,8,Ava Carr,2000-03-04,Single
3367,10,Christopher Healy,1977-10-29,Married
3368,1,Pippa Brown-Esson,1960-05-11,Single
3369,6,Linda Holland,1966-11-09,Single
3370,1,Danielle Jones,1975-10-02,Single
3371,8,Luke Smith,1990-02-26,Married
3372,3,Jessica Stubbs,1966-05-18,Married
3373,4,Caleb Scott,1980-05-08,Single
3374,7,Mark Crawford,1982-08-08,Single
3375,9,Bronwyn Hardy,1998-06-05,Single
3376,9,Elizabeth Wilkinson,1973-11-23,Single
3377,11,Shane Taylor,1965-05-11,Married
3378,8,Noah Pollard,1955-05-06,Single
3379,7,Shannon Orchard,1981-01-23,Married
3380,11,Joshua Eden,1972-08-13,Married
3381,8,Ihaia Patchett,1993-05-14,Married
3382,7,Todd Davey,2002-11-17,Married
3383,8,Brenda Lambert,1997-03-11,Married
3384,8,Stephanie Henderson,1959-05-19,Married
3385,3,David Murphy,2002-03-11,Single
3386,2,Rachel Landon-Lane,1950-05-09,Single
3387,10,Toni Paul,1982-02-02,Single
3388,1,Michelle Harris,1972-05-25,Married
3389,4,George Aitken,1951-04-04,Single
3390,5,Emma Taylor,1949-08-10,Single
3391,1,Addison Reed-Jones,2000-01-07,Married
3392,5,Lauren Allen,1985-02-19,Married
3393,4,Benjamin Evans,1989-01-22,Single
3394,9,Michael Smith,1959-10-17,Single
3395,5,Christopher Toms,2003-09-18,Single
3396,3,Elizabeth Sinclair,1991-04-20,Single
3397,8,Mark Nash-Carroll,1978-06-15,Single
3398,10,Anthony MacDonald,1990-04-24,Single
3399,8,Sam Morrison,1954-03-14,Married
3400,9,Jessica Dick-Knight,1986-11-16,Married
3401,9,Ella Rodgers,1945-01-11,Married
3402,2,Lynette Prentice,1991-12-22,Married
3403,10,Christine Spencer-Campbell,1990-08-05,Married
3404,2,Paul Mason,1961-12-10,Married
3405,5,Peter Chandler,1953-12-23,Single
3406,9,William Stevenson-Stuart,1993-09-27,Married
3407,6,Jamie Harrison,1975-05-10,Married
3408,9,Paul Tait,2004-01-20,Married
3409,1,Zoe Duncan,1980-03-28,Married
3410,8,Jesse Cameron-Bright,1959-01-01,Single
3411,9,Claire Dawson,1989-12-31,Married
3412,4,Kathryn Morgan,1948-04-05,Married
3413,7,Jayden Hart,1998-02-07,Married
3414,2,Kimberley Cameron,1952-06-11,Married
3415,11,Ethan Gray,1997-04-06,Married
3416,4,Robyn Tapp,1984-11-03,Married
3417,5,Georgia Bailey,1958-08-08,Single
3418,1,Samuel Buick-Knight,1977-08-14,Single
3419,8,Susan Smith,1960-11-18,Married
3420,5,Janice Soper,1982-06-23,Single
3421,6,Brendon Short,1980-06-15,Single
3422,2,Dylan Fleming,1999-05-02,Married
3423,8,Alison Sutton,1952-03-21,Married
3424,2,David Jensen-Toms,1982-10-06,Married
3425,4,Ruby Tapp-Henderson,1978-10-02,Single
3426,4,Charles Smith,1997-03-24,Single
3427,10,Jessica Harrison,1977-08-30,Single
3428,6,Brendon Jenkins,1996-12-06,Married
3429,10,Noah Knight-Ward,1972-04-13,Married
3430,11,Lisa Gibson-Fisher,1987-06-08,Single
3431,7,Graham Davison,1969-03-20,Married
3432,3,Kurt Cox,1974-04-01,Single
3433,10,Nigel Harris,1954-04-03,Single
3434,3,Shona Cameron,1972-12-28,Married
3435,4,Bradley Burr,1982-04-05,Single
3436,4,Darren Reid,1970-03-03,Single
3437,1,Dean Warner,1972-10-09,Married
3438,10,Michael Neilson-Stokes,1951-04-17,Married
3439,6,Matthew Scott,1961-12-18,Married
3440,9,Phoebe Bary,1961-05-06,Single
3441,5,Natasha Butler,1989-08-29,Married
3442,10,Timothy West,1959-08-27,Single
3443,9,Ashley Fletcher,1960-07-15,Married
3444,3,Aaron Drummond-Stace,1996-03-12,Single
3445,6,Nicola Smith,1951-07-26,Single
3446,5,Alyssa Morgan-Hansen,1955-08-12,Single
3447,5,Peter Davis,1959-02-27,Married
3448,10,Gary Brown,1975-07-08,Married
3449,5,Carol Campbell-Lancaster,1958-10-28,Married
3450,9,Samuel Kelly-Hyde,2001-08-28,Married
3451,11,Jane Hansen,1947-04-28,Married
3452,2,Nicholas Stokes,1952-04-25,Single
3453,3,Daniel Simpson,1952-04-23,Married
3454,7,Oliver Evans,1993-07-01,Single
3455,1,Stacey Tapp,1985-03-12,Single
3456,5,Stella Hart,1985-05-15,Single
3457,11,Debra Ferguson-Hansen,2001-11-13,Single
3458,3,Glenn Rodgers-Foote,1999-04-03,Single
3459,3,Craig Wallace,1997-07-03,Single
3460,4,Tegan Spelman,1952-10-11,Single
3461,3,Stuart Adams,1992-08-01,Single
3462,6,Louis Black,1989-02-20,Single
3463,4,Andrew Henderson,2004-07-12,Single
3464,11,David Taylor,2003-05-04,Married
3465,7,Stacey Green,1982-07-06,Single
3466,8,Kirsten Scott,1962-09-13,Married
3467,3,Caroline Gray,1974-01-14,Married
3468,10,Cameron Doyle,1992-06-25,Single
3469,11,Kenneth Parsons,1949-10-16,Single
3470,5,Anna Manning,1976-04-17,Married
3471,11,Tama Wells-Anderson,1945-09-18,Married
3472,7,Richard Robb,2003-08-26,Single
3473,7,Benjamin Evans,1995-06-09,Single
3474,8,Anna Hyde-Millar,1999-09-26,Single
3475,2,Renee Atkinson,1970-03-19,Married
3476,11,Amanda Moore-Clarke,1970-09-22,Married
3477,2,Robert Fletcher,1964-08-27,Single
3478,7,Derek Thompson-Kendall,1985-10-13,Single
3479,9,Lauren McKay-McLeod,1997-03-11,Single
3480,5,Cody Bishell,1979-01-19,Married
3481,6,Glen Weston,1979-06-11,Single
3482,8,Amanda Waters,1945-02-13,Single
3483,8,Stephen Duncan-Burgess,1950-12-19,Single
3484,6,Emma Moore,1970-08-20,Married
3485,10,David Moore,1963-04-07,Single
3486,1,Rawiri Gardiner,1948-04-06,Single
3487,2,Ryan Tait-Boyce,1947-10-12,Married
3488,8,Maxwell Taylor,1959-01-29,Single
3489,11,Madison Bishop,1976-03-26,Married
3490,11,Robyn Smith,1987-06-03,Single
3491,6,Christine Brown,1963-02-26,Single
3492,2,Shaun Neal,1980-11-24,Married
3493,9,Tania Eden,1962-09-25,Married
3494,7,William Alexander-Hayward,1977-02-28,Single
3495,4,Keith Duncan,1996-11-28,Single
3496,7,Melissa Dixon,1961-05-31,Married
3497,4,Cameron Dixon,1991-01-23,Married
3498,8,Kerry Curtis,1990-04-26,Married
3499,5,James Hart-Jensen,1973-07-01,Single
3500,6,Isaac Dalton,1980-11-18,Single
3501,5,Brandon Whittaker,1962-01-25,Single
3502,6,Sophie Steele,1964-10-10,Married
3503,9,Charlotte Fenton,1970-05-11,Single
3504,10,Shaun Jones-Jamieson,1960-07-08,Single
3505,3,Helen Casey,1964-12-04,Single
3506,10,Nathan Chapman,1965-11-14,Married
3507,8,Shaun Lee-Way,1981-01-08,Married
3508,6,Richard Nash,1969-12-30,Single
3509,11,Nicola Rowe,2001-06-10,Married
3510,1,Paige Stewart,1986-06-12,Married
3511,1,Neil Harrison,1964-08-23,Single
3512,2,Tamati Morrison,1958-11-09,Single
3513,11,William Edmonds,1958-02-26,Married
3514,8,Mark Gilmore-Campbell,1994-07-02,Single
3515,1,Roger Scott,1993-05-02,Married
3516,2,Kirsty Short,1998-07-06,Single
3517,3,Anahera Learmonth,1961-05-03,Married
3518,8,Michael Ward,1959-09-07,Single
3519,8,Melanie Lyon,1947-08-07,Married
3520,1,Paul Steer,1995-12-21,Married
3521,7,Katie Boniface,1971-06-05,Single
3522,4,Victoria Gee,1997-12-07,Married
3523,3,Stephanie Smith,1957-07-04,Single
3524,11,Te Ariki Anderson,1952-03-12,Married
3525,5,Beverley Jackson,1985-07-27,Married
3526,3,David Duncan,1977-01-25,Single
3527,5,Emily Morris,1985-06-29,Single
3528,2,Tania Funnell,1991-03-19,Married
3529,11,Jacqueline Gifford,1954-01-16,Married
3530,6,George Brown,1953-04-24,Married
3531,5,Fiona Atkinson-Bailey,1971-12-12,Single
3532,2,Helen Smith,1954-05-30,Single
3533,6,Courtney McPherson,1955-08-30,Single
3534,11,Madison Moore-Green,1963-08-24,Married
3535,11,Jessica Scott,1947-05-31,Married
3536,3,Bryan Pearson-Burke,1947-11-06,Single
3537,1,Richard Wells,1978-06-09,Married
3538,7,Joanne Eaton,1948-02-01,Married
3539,11,Brett Jackson,1998-01-11,Single
3540,5,Tyler Spelman,1948-09-12,Married
3541,4,Ian Kennedy,1986-04-07,Single
3542,7,Jacob Donald,1949-11-16,Married
3543,11,Blake Gray,1959-10-22,Married
3544,2,Isabella Rasmussen,1979-07-29,Married
3545,2,Jayden Mitchell,1987-07-22,Single
3546,1,Rachel Curtis,1954-08-20,Single
3547,4,Kauri Manson,1964-09-09,Single
3548,8,Brett Johnston,1982-08-31,Single
3549,2,Huia Ellery,1968-03-30,Married
3550,3,Jonathan Donaldson,1982-05-18,Married
3551,10,Caroline Jones,1960-11-01,Single
3552,4,Margaret Jackson,1951-11-27,Single
3553,9,Julie Pike,1986-02-23,Single
3554,11,Jacqueline McMillan,1993-01-29,Married
3555,8,Ethan Henderson-Smith,1975-10-07,Married
3556,1,Samantha Jamieson-Todd,1983-11-28,Married
3557,1,Raewyn Osborne,1970-07-05,Single
3558,6,Samuel Ritchie-Horton,1995-09-12,Single
3559,2,Aria McLeod,1954-10-23,Single
3560,7,Louise Burgess,1983-08-20,Single
3561,3,Grant Harris,1946-05-18,Married
3562,8,Stephanie Wong,1998-11-05,Single
3563,2,Stephen Mitchell,2002-01-14,Married
3564,4,Garry Turner,1974-03-08,Single
3565,7,Linda Baird-Sinclair,1992-07-17,Married
3566,2,Karen Kennedy,1952-12-09,Married
3567,2,Wendy Anderson,1975-01-03,Single
3568,2,George Croad,1994-03-24,Married
3569,6,Manaia Webb,1990-01-06,Married
3570,6,Melissa Banks,1980-04-30,Single
3571,5,Rachel Potter,1964-04-21,Married
3572,3,Victoria Lang,1952-12-12,Married
3573,7,Margaret Harrison-Little,2002-09-14,Married
3574,3,Lynda Lucas,1990-12-20,Married
3575,11,Michelle Scott,1982-05-26,Married
3576,11,Jane Sinclair-Williams,2001-05-11,Married
3577,3,Lucas Dawick,1951-08-14,Married
3578,2,Reuben Bull,1966-04-11,Single
3579,9,Zoe Walton,1962-01-27,Single
3580,10,James Moore-Reynolds,1997-07-17,Married
3581,1,Emma Beard,2003-02-02,Married
3582,10,Jordan Bailey,1945-05-16,Married
3583,11,Joanne Olsen,1971-06-03,Single
3584,3,Brett Montgomery,1971-04-12,Married
3585,8,Bailey Fox,2000-05-05,Single
3586,6,Sara Booth,1946-08-31,Single
3587,4,Jack Taylor,1989-01-17,Married
3588,11,Gareth Stratford,2003-04-22,Married
3589,3,Andrea Sinclair,1956-12-27,Single
3590,7,Crystal Greer,1975-02-05,Single
3591,10,Mary Jones,1969-12-30,Single
3592,11,Dylan York-Gardner,1985-09-06,Married
3593,8,Chelsea Ham,1975-06-27,Married
3594,4,Rachel Perry,1953-10-11,Married
3595,2,Hamish Cooksley,1951-03-13,Single
3596,2,Paige Hood,1971-02-04,Single
3597,3,Luke Procter,1949-06-23,Married
